danm_id,commercial_name,active,inscription_date,registry_number,nombre_comercial_second,status,formula,active_ingredient,concentration,pharmaceutical_form_name,pharmaceutical_company,level_price,range_price,minimum_price_presentation,maximum_price_presentation,ranges_prices
N001521052020,TURMERIC CURCUMIN EXTRACT 500mg CAPSULAS,A,2020/05/21,N001521052020,TURMERIC CURCUMIN EXTRACT 500mg NUTRICENTER CAPSULAS,A,Extracto de Curcuma longa/cúrcuma (rizoma) 500 mg.,Extracto de Curcuma longa/cúrcuma (rizoma),500 mg.,CAPSULA,LABORATORIOS VIJOSA,,,,,
N001523112017,CASCARA  SAGRADA 2L CAPSULAS,A,2017/11/23,N001523112017,CASCARA  SAGRADA 2L CAPSULAS,A,Rhamnus purshiana/Cáscara sagrada (Corteza) 215.5 mg.,Rhamnus purshiana/Cáscara sagrada (Corteza),215.5 mg.,CAPSULAS,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
N001524102019,GINKGO BILOBA LV CAPSULAS DE GELATINA BLANDA,A,2019/10/24,N001524102019,GINKGO BILOBA LV CAPSULAS DE GELATINA BLANDA,A,Extracto de Ginkgo biloba (hojas) 60 mg.,Extracto de Ginkgo biloba (hojas),60 mg.,CAPSULA DE GELATINA BLANDA,FARMAGELATINA S.A.,,,,,
N001527072023,VITOTAL HEDERA HELIX JARABE ,A,2023/07/27,,,,,,,,,,,,,
N001603052018,NUTRI-FORTTE ACEITE DE AJO 200mg CAPSULAS DE GELATINA SUAVE,A,2018/05/03,N001603052018,NUTRI-FORTTE ACEITE DE AJO 200mg CAPSULAS DE GELATINA SUAVE,A,Aceite de Allium sativum/Ajo (bulbo) 200 mg.,Aceite de Allium sativum/Ajo (bulbo),200 mg.,CAPSULA DE GELATINA BLANDA,FARMAGELATINA S.A.,,,,,
N001615022006,SALMON OIL WITH OMEGA- 3 FATTY ACIDS NUTRICENTER SOFTGELS 1000 mg CAPSULA DE GELATINA BLANDA.,A,2006/02/15,,,,,,,,,0.22,0.22,20,20,$20.00 - $20.00
N001616062022,"FITODOL, SOLUCION ORAL",A,2022/06/16,,,,,,,,,,,,,
N001617042002,SYSTEM SEVEN (SISTEMA DIETETICO 7 EN 1) CAPSULAS.,A,2002/04/17,N001617042002,SYSTEM SEVEN (SISTEMA DIETETICO 7 EN 1) CAPSULAS.,A,"GLICEROFOSFATO DE CALCIO 17 mg. + Cromo picolinato 1.57 mg. + L CARNITINA 73.53 mg. + Ácido ascórbico (Vitamina C) 10.31 mg. + Piridoxina clorhidrato 0.31 mg. + Biotina 30 mg. + D-Alfa tocoferol 5 UI + Folacina 0.64 mg. + Cianocobalamina 0.1 mg. + RETINOL (VITAMINA A) 833 UI + Cromo 1.88 mg. + CALCIO 514.14 mg. + YODO 0.2 mg. + Riboflavina 0.32 mg. + NIACINAMIDA 3 mg. + RAIZ DE JENGIBRE 17 mg. + EXTRACTO GARCINIA CAMBOGIA 250 mg. + EXTRACTO HOJAS TE VERDE 25 mg. + COLA NITIDA, (NUEZ DE COLA), SEMILLAS EN POLVO 25 mg. + ESPIRULINA (ALGA DE SPIRULINA PRATENSIS) 17 mg. + BETAINA CLORHIDRATO 4 mg. + BITARTRATO DE COLINA 17 mg. + GLICEROFOSFATO DE CALCIO 17 mg. + Cromo picolinato 1.57 mg. + L CARNITINA 73.53 mg. + Ácido ascórbico (Vitamina C) 10.31 mg. + Piridoxina clorhidrato 0.31 mg. + Biotina 30 mg. + D-Alfa tocoferol 5 UI + Folacina 0.64 mg. + Cianocobalamina 0.1 mg. + RETINOL (VITAMINA A) 833 UI + Cromo 1.88 mg. + CALCIO 514.14 mg. + YODO 0.2 mg. + Riboflavina 0.32 mg. + NIACINAMIDA 3 mg. + RAIZ DE JENGIBRE 17 mg. + EXTRACTO GARCINIA CAMBOGIA 250 mg. + EXTRACTO HOJAS TE VERDE 25 mg. + COLA NITIDA, (NUEZ DE COLA), SEMILLAS EN POLVO 25 mg. + ESPIRULINA (ALGA DE SPIRULINA PRATENSIS) 17 mg. + BETAINA CLORHIDRATO 4 mg. + BITARTRATO DE COLINA 17 mg.","GLICEROFOSFATO DE CALCIO + Cromo picolinato + L CARNITINA + Ácido ascórbico (Vitamina C) + Piridoxina clorhidrato + Biotina + D-Alfa tocoferol + Folacina + Cianocobalamina + RETINOL (VITAMINA A) + Cromo + CALCIO + YODO + Riboflavina + NIACINAMIDA + RAIZ DE JENGIBRE + EXTRACTO GARCINIA CAMBOGIA + EXTRACTO HOJAS TE VERDE + COLA NITIDA, (NUEZ DE COLA), SEMILLAS EN POLVO + ESPIRULINA (ALGA DE SPIRULINA PRATENSIS) + BETAINA CLORHIDRATO + BITARTRATO DE COLINA + GLICEROFOSFATO DE CALCIO + Cromo picolinato + L CARNITINA + Ácido ascórbico (Vitamina C) + Piridoxina clorhidrato + Biotina + D-Alfa tocoferol + Folacina + Cianocobalamina + RETINOL (VITAMINA A) + Cromo + CALCIO + YODO + Riboflavina + NIACINAMIDA + RAIZ DE JENGIBRE + EXTRACTO GARCINIA CAMBOGIA + EXTRACTO HOJAS TE VERDE + COLA NITIDA, (NUEZ DE COLA), SEMILLAS EN POLVO + ESPIRULINA (ALGA DE SPIRULINA PRATENSIS) + BETAINA CLORHIDRATO + BITARTRATO DE COLINA",17 mg. + 1.57 mg. + 73.53 mg. + 10.31 mg. + 0.31 mg. + 30 mg. + 5 UI + 0.64 mg. + 0.1 mg. + 833 UI + 1.88 mg. + 514.14 mg. + 0.2 mg. + 0.32 mg. + 3 mg. + 17 mg. + 250 mg. + 25 mg. + 25 mg. + 17 mg. + 4 mg. + 17 mg. + 17 mg. + 1.57 mg. + 73.53 mg. + 10.31 mg. + 0.31 mg. + 30 mg. + 5 UI + 0.64 mg. + 0.1 mg. + 833 UI + 1.88 mg. + 514.14 mg. + 0.2 mg. + 0.32 mg. + 3 mg. + 17 mg. + 250 mg. + 25 mg. + 25 mg. + 17 mg. + 4 mg. + 17 mg.,CAPSULAS,LABORATORIOS HEALTHCO,,,,,
N001617122008,NERVITRAN TABLETAS,A,2008/12/17,N001617122008,NERVITRAN TABLETAS,A,PINPINELLA ANIS 40 mg. + VALERIANA 16 mg. + LUPULO 10 mg. + PASIFLORA 14 mg.,PINPINELLA ANIS + VALERIANA + LUPULO + PASIFLORA,40 mg. + 16 mg. + 10 mg. + 14 mg.,TABLETAS,"LABORATORIOS SUIZOS, S.A. DE C.V.",0.2,0.2,9.41,9.95,$9.41 - $9.95
N001621042016,PROPOLIS NATURE´S GARDEN SOLUCION,A,2016/04/21,N001621042016,PROPOLIS NATURE´S GARDEN SOLUCION,A,Extracto seco de própolis 4 g.,Extracto seco de própolis,4 g.,SOLUCION,"CARVAGU, S.A.",0.42,0.42,12.47,12.47,$12.47 - $12.47
N001621052020,EXTRACTO RESVERATROL VIJOSA CAPSULAS,A,2020/05/21,N001621052020,EXTRACTO RESVERATROL VIJOSA CAPSULAS,A,Extracto de Polygonum cuspidatum/ Poligonio (raíz) 500 mg.,Extracto de Polygonum cuspidatum/ Poligonio (raíz),500 mg.,CAPSULA,LABORATORIOS VIJOSA,,,,,
N001623112017,HIGO MIEL LANCASCO JARABE,A,2017/11/23,N001623112017,HIGO MIEL LANCASCO JARABE,A,EUCALIPTOL 2.5 mg. + EXTRACTO DE HIGO 250 mg. + EXTRACTO DE MENTA 100 mg. + MIEL DE ABEJAS 2 mL + EXTRACTO DE ROMERO 100 mg.,EUCALIPTOL + EXTRACTO DE HIGO + EXTRACTO DE MENTA + MIEL DE ABEJAS + EXTRACTO DE ROMERO,2.5 mg. + 250 mg. + 100 mg. + 2 mL + 100 mg.,JARABE,LANCASCO S.A.,0.06,0.06,6.97,6.97,$6.97 - $6.97
N001624102019,GINKGO BILOBA CON GINSENG LV CÁPSULAS DE GELATINA BLANDA,A,2019/10/24,N001624102019,GINKGO BILOBA CON GINSENG LV CÁPSULAS DE GELATINA BLANDA,A,Extracto de Ginkgo biloba (hojas) 50 mg. + Extracto de Panax ginseng / Ginseng (Raíz) 100 mg.,Extracto de Ginkgo biloba (hojas) + Extracto de Panax ginseng / Ginseng (Raíz),50 mg. + 100 mg.,CAPSULA DE GELATINA BLANDA,FARMAGELATINA S.A.,,,,,
N001627052021,CAMU CAMU,A,2015/04/09,,,,,,,,,,,,,
N001627072023,Forever Aloe Bits N’ Peaches,A,2023/07/27,,,,,,,,,,,,,
N001702062010,SEDAPLANT SOLUCION ORAL,A,2010/06/02,N001702062010,SEDAPLANT SOLUCION ORAL,A,VALERIANA OFFICINALIS  0.16 ml. + PASIFLORA (PASIFLORA INCARNATA) 0.42 ml. + FLOR DE MANZANILLA 0.16 ml. + MENTA PIPERITA  0.1 ml. + FLOR DE TILIAE 0.16 ml.,VALERIANA OFFICINALIS  + PASIFLORA (PASIFLORA INCARNATA) + FLOR DE MANZANILLA + MENTA PIPERITA  + FLOR DE TILIAE,0.16 ml. + 0.42 ml. + 0.16 ml. + 0.1 ml. + 0.16 ml.,SOLUCION ORAL,LABORATORIOS FARMACEUTICOS RAZEL,0.34,0.34,10.22,10.22,$10.22 - $10.22
N001703042014,BURN 60 GNC TABLETAS RECUBIERTAS SABOR CANELA ,A,2014/04/03,N001703042014,BURN 60 GNC TABLETAS RECUBIERTAS SABOR CANELA ,A,EXTRACTO DE SEMILLA DE GUARANA  247.5 mg. + EXTRACTO DE TE NEGRO 136 mg. + EXTRACTO DE SEMILLA DE UVA ORO MEGANATURAL 62.5 mg. + EXTRACTO DE RAIZ DE JENJIBRE 100 mg. + EXTRACTO DE ENELDO  2.5 mg. + EXTRACTO DE PIEL Y SEMILLA DE UVA 105 mg.,EXTRACTO DE SEMILLA DE GUARANA  + EXTRACTO DE TE NEGRO + EXTRACTO DE SEMILLA DE UVA ORO MEGANATURAL + EXTRACTO DE RAIZ DE JENJIBRE + EXTRACTO DE ENELDO  + EXTRACTO DE PIEL Y SEMILLA DE UVA,247.5 mg. + 136 mg. + 62.5 mg. + 100 mg. + 2.5 mg. + 105 mg.,TABLETA RECUBIERTA,NUTRA MANUFACTURING INC.,0.65,0.65,38.93,38.93,$38.93 - $38.93
N001705062020,TOMISEPTIL  JARABE,A,2020/06/05,N001705062020,TOMISEPTIL  JARABE,A,Extracto líquido de Thymus vulgaris/ Tomillo (hojas y flores) 22.5 g.,Extracto líquido de Thymus vulgaris/ Tomillo (hojas y flores),22.5 g.,JARABE,TILMAN SA. ,,,,,
N001708022006,TRIPLE STRENGTH DAMIANA LEAVES 1350mg CAPSULA,A,2006/02/08,N001708022006,TRIPLE STRENGTH DAMIANA LEAVES NUTRICENTER 1350mg  CAPSULA,A,DAMIANA 135 mg.,DAMIANA,135 mg.,CAPSULA,LABORATORIOS VIJOSA,,,,,
N001709042015,CAIGUA,A,2015/04/09,N001709042015,CAIGUA,A,Cyclanthera pedata/Caigua (fruto) 320 mg.,Cyclanthera pedata/Caigua (fruto),320 mg.,CAPSULA,LABORATORIO NATURAL NATURANDINA,,,,,
N001717042015,7 FAST CAPSULAS,A,2015/04/17,,,,,,,,,,,,,
N001718042013,"EQUINACEA VID, CAPSULAS",A,2013/04/18,N001718042013,"EQUINACEA VID, CAPSULAS",A,EQUINACEA (Equinacea angustifolia) Raiz 250 mg.,EQUINACEA (Equinacea angustifolia) Raiz,250 mg.,CAPSULA,LABORATORIOS FARMACEUTICOS RAZEL,0.51,0.51,18.96,19.82,$18.96 - $19.82
N001723062022,PILDORAS DE WITT TABLETAS RECUBIERTAS,A,2022/06/23,,,,,,,,,,,,,
N001723112017,CURCUMA LONGA SPICE LAB CAPSULAS,A,2017/11/23,,,,,,,,,,,16.03,16.03,$16.03 - $16.03
N001727052021,CARDIOSAN,A,2015/04/09,,,,,,,,,,,,,
N001727072023,LAXSEN CON CIRUELA CAPSULAS DE GELATINA BLANDA,A,2023/07/27,,,,,,,,,,,,,
N001731102019,MEGA-PSYLLIUM DEX 50% SABOR NATURAL POLVO,A,2019/10/31,N001731102019,MEGA-PSYLLIUM DEX 50% SABOR NATURAL POLVO,A,Polvo de Plantago ovata/Psyllium (semillas) 50 g.,Polvo de Plantago ovata/Psyllium (semillas),50 g.,POLVO,LABORATORIOS COFASA,,,,,
N001805062020,GLUTA-PHOS GINKGO BILOBA SOLUCION ORAL,A,2020/06/05,,,,,,,,,,,,,
N001808032006,"ALOE VERA NUTRICENTER 5,000 mg CAPSULA",A,2006/03/08,N001808032006,"ALOE VERA NUTRICENTER 5,000 mg CAPSULA",A,EXTRACTO DE ALOE VERA 100 mg.,EXTRACTO DE ALOE VERA,100 mg.,CAPSULA,LABORATORIOS VIJOSA,0.35,0.35,21,21,$21.00 - $21.00
N001808092022,FARISEL® CÁPSULAS,A,2022/09/08,,,,,,,,,,,,,
N001809042015,BIXA URI,A,2015/04/09,N001809042015,BIXA URI,A,Bixa orellana/ Achiote (Hoja) 350 mg.,Bixa orellana/ Achiote (Hoja),350 mg.,CAPSULA,LABORATORIO NATURAL NATURANDINA,,,,,
N001810082023,MENTSII CAPSULA GASTRORRESISTENTE ,A,2023/08/10,,,,,,,,,,,,,
N001817042015,NUTRI BF CAPSULAS,A,2015/04/17,,,,,,,,,,,,,
N001820122012,EXPECTORANTE 5 EXTRACTOS JARABE,A,2012/12/20,N001820122012,EXPECTORANTE 5 EXTRACTOS JARABE,A,ACEITE ESENCIAL DE MENTA 1.25 mcL + TINTURA DE JENGIBRE 0.25 mL + MIEL DE ABEJAS 0.25 mL + ACEITE ESENCIAL DE EUCALIPTO 5 mcL + TINTURA DE ZACATE LIMON 0.25 mL,ACEITE ESENCIAL DE MENTA + TINTURA DE JENGIBRE + MIEL DE ABEJAS + ACEITE ESENCIAL DE EUCALIPTO + TINTURA DE ZACATE LIMON,1.25 mcL + 0.25 mL + 0.25 mL + 5 mcL + 0.25 mL,JARABE,LABORATORIOS FARMACEUTICOS RAZEL,0.09,0.09,11.34,11.34,$11.34 - $11.34
N001821042016,CAPSULAS MENTA BOLDO 150mg/150mg FUCRISAN,A,2016/04/21,N001821042016,CAPSULAS MENTA BOLDO 150mg/150mg FUCRISAN,A,Mentha piperita/Menta (hoja) 150 mg. + Peumus boldus/boldo (hoja) 150 mg.,Mentha piperita/Menta (hoja) + Peumus boldus/boldo (hoja),150 mg. + 150 mg.,CAPSULA,LABORATORIO DE MEDICINA NATURAL FUCRISAN,,,,,
N001821112019,MEGA-PSYLLIUM DEX 31.3% SABOR NATURAL POLVO,A,2019/11/21,N001821112019,MEGA-PSYLLIUM DEX 31.3% SABOR NATURAL POLVO,A,Polvo de Plantago ovata/Psyllium (semillas) 31.3 g.,Polvo de Plantago ovata/Psyllium (semillas),31.3 g.,POLVO,LABORATORIOS COFASA,,,,,
N001823112017,NORMALINA NF JARABE,A,2017/11/23,N001823112017,NORMALINA NF JARABE,A,PASIFLORA (PASIFLORA INCARNATA) 139.5 mg. + EXTRACTO FLUIDO DE CIPRES 72 mg. + EXTRACTO DE HOJA DE HAMAMELIS VIRGINIANA 139.5 mg. + EXTRACTO SECO DE VITEX AGNUS-CASTUS 120 mg.,PASIFLORA (PASIFLORA INCARNATA) + EXTRACTO FLUIDO DE CIPRES + EXTRACTO DE HOJA DE HAMAMELIS VIRGINIANA + EXTRACTO SECO DE VITEX AGNUS-CASTUS,139.5 mg. + 72 mg. + 139.5 mg. + 120 mg.,JARABE,"PROCAPS, S.A. DE C.V.",,,,,
N001827052021,CHANCA PIEDRA,A,2015/04/09,,,,,,,,,,,,,
N001901072021,HEDELIX TABLETAS EFERVESCENTES,A,2021/07/01,,,,,,,,,,,,,
N001903042014,"GINKGO BILOBA VESA, SOLUCIÓN",A,2014/04/03,N001903042014,"GINKGO BILOBA VESA, SOLUCIÓN",A,Extracto de Ginkgo biloba (hojas) 47.3 mg.,Extracto de Ginkgo biloba (hojas),47.3 mg.,SOLUCION,"HARBIN CHANGFU PHARMACEUTICAL CO., LTD.",1.5,1.5,15,15,$15.00 - $15.00
N001905062020,HEDEL 35 mg/5 mL JARABE,A,2020/06/05,N001905062020,HEDEL 35 mg/5 mL JARABE,A,HEDERA HELIX LEAF EXTRACT 35 mg.,HEDERA HELIX LEAF EXTRACT,35 mg.,JARABE,PHARMADEL S.A.,,,,,
N001906062007,LIVER DETOX FORMULA CAPSULA,A,2007/06/15,N001906062007,LIVER DETOX FORMULA NUTRICENTER CAPSULA,A,EXTRACTO DE CARDO SANTO 600 mg. + EXTRACTO DE ALCACHOFA 100 mg. + N-ACETIL-L-CISTEINA 200 mg. + EXTRACTO DE DIENTE DE LEON 25 mg.,EXTRACTO DE CARDO SANTO + EXTRACTO DE ALCACHOFA + N-ACETIL-L-CISTEINA + EXTRACTO DE DIENTE DE LEON,600 mg. + 100 mg. + 200 mg. + 25 mg.,CAPSULA,LABORATORIOS VIJOSA,,,,,
N001907062018,CHANKALIVE NATURE´S GARDEN CAPSULA,A,2018/06/07,N001907062018,CHANKALIVE NATURE´S GARDEN CAPSULA,A,Extracto de Phyllanthus niruri/Chancapiedra 276 mg.,Extracto de Phyllanthus niruri/Chancapiedra,276 mg.,CAPSULA,"CARVAGU, S.A.",,,,,
N001908032006,GINKGO BILOBA VIJOSA TABLETA RECUBIERTA,A,2006/03/08,,,,,,,,,0.18,0.18,16.53,16.53,$16.53 - $16.53
N001921112019,GINBISENG 50mg/100mg CAPSULAS DE GELATINA BLANDA,A,2019/11/21,N001921112019,GINBISENG 50mg/100mg CAPSULAS DE GELATINA BLANDA,A,Extracto de Ginkgo biloba (hojas) 50 mg. + Extracto de Panax ginseng / Ginseng (Raíz) 100 mg.,Extracto de Ginkgo biloba (hojas) + Extracto de Panax ginseng / Ginseng (Raíz),50 mg. + 100 mg.,CAPSULAS DE GELATINA BLANDA,"LABORATORIOS FARGEL, S.A.",,,,,
N001923112017,NORMALINA NF TABLETA,A,2017/11/23,N001923112017,NORMALINA NF TABLETA,A,Extracto de Cupressus sempervirens/ Ciprés (gálbulos) 6.8 mg. + Extracto fluido de Vitex agnus-castus/ Sauzgatillo (fruto seco) 9.15 mg. + EXTRACTO DE HOJA DE HAMAMELIS VIRGINIANA 97.65 mg. + EXTRACTO DE FLOR DE PASIONARIA/PASSIFLORA INCARNATA 15.65 mg.,Extracto de Cupressus sempervirens/ Ciprés (gálbulos) + Extracto fluido de Vitex agnus-castus/ Sauzgatillo (fruto seco) + EXTRACTO DE HOJA DE HAMAMELIS VIRGINIANA + EXTRACTO DE FLOR DE PASIONARIA/PASSIFLORA INCARNATA,6.8 mg. + 9.15 mg. + 97.65 mg. + 15.65 mg.,TABLETA,"PROCAPS, S.A. DE C.V.",,,,,
N001926052010,VITAMINA E 400 mg SUN NATURALS CÁPSULAS DE GELATINA BLANDA,A,2010/05/26,N001926052010,VITAMINA E 400 mg SUN NATURALS CÁPSULAS DE GELATINA BLANDA,A,ACETATO DE DL-ALFA TOCOFEROL 400 UI,ACETATO DE DL-ALFA TOCOFEROL,400 UI,CAPSULA DE GELATINA BLANDA,SUN NATURALS,0.25,0.25,24.72,24.72,$24.72 - $24.72
N001927102022,SILIPAT® 369 mg CÁPSULAS,A,2022/10/27,,,,,,,,,,,,,
N001928052003,ALERGVID M.C. CAPSULAS,A,2003/05/28,,,,,,,,,0.76,0.76,22.9,22.96,$22.90 - $22.96
N001930042015,MEDILLOSAN® 98.91 g/100 mL GOTAS,A,2015/04/30,N001930042015,MEDILLOSAN® 98.91 g/100 mL GOTAS,A,EXTRACTO DE FLORES DE MANZANILLA (Matricaria recutita L) 98.91 g.,EXTRACTO DE FLORES DE MANZANILLA (Matricaria recutita L),98.91 g.,SOLUCION TOPICA,LABORATORIOS MEDIKEM,0.24,0.24,9.02,10.62,$9.02 - $10.62
N002003042014,"GINSENG CON JALEA REAL VESA, SOLUCIÓN",A,2014/04/03,N002003042014,"GINSENG CON JALEA REAL VESA, SOLUCIÓN",A,GINSENG 200 mg. + JALEA REAL 300 mg.,GINSENG + JALEA REAL,200 mg. + 300 mg.,SOLUCION,"HARBIN CHANGFU PHARMACEUTICAL CO., LTD.",0.79,0.79,7.88,7.88,$7.88 - $7.88
N002005062020,EXTRACTO TURMERIC CURCUMA VIJOSA CAPSULAS,A,2020/06/05,N002005062020,EXTRACTO TURMERIC CURCUMA VIJOSA CAPSULAS,A,Extracto de Curcuma longa/cúrcuma (rizoma) 500 mg.,Extracto de Curcuma longa/cúrcuma (rizoma),500 mg.,CAPSULA,LABORATORIOS VIJOSA,,,,,
N002012072018,ARTRIX PLUS CAPSULAS,A,2018/07/12,N002012072018,ARTRIX PLUS CAPSULAS,A,Tanacetum parthenium / Altamisa del campo 81.43 mg. + Medicago sativa/ Alfalfa (partes aéreas) 81.43 mg. + Smilax aspera/Zarzaparrilla (raíz) 81.43 mg. + Extracto de Harpagophytum procumbens/Harpagofito (Raiz) 81.43 mg.,Tanacetum parthenium / Altamisa del campo + Medicago sativa/ Alfalfa (partes aéreas) + Smilax aspera/Zarzaparrilla (raíz) + Extracto de Harpagophytum procumbens/Harpagofito (Raiz),81.43 mg. + 81.43 mg. + 81.43 mg. + 81.43 mg.,CAPSULAS,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
N002013062007,NATURE´S SUNSHINE GLUCOSAMINE CAPSULAS,A,2007/06/27,N002013062007,NATURE´S SUNSHINE GLUCOSAMINE CAPSULAS,A,Quitosano 400 mg. + UÑA DE GATO - CORTEZA INTERNA / UNCARIA TOMENTOSA 50 mg.,Quitosano + UÑA DE GATO - CORTEZA INTERNA / UNCARIA TOMENTOSA,400 mg. + 50 mg.,CAPSULA,NATURE´S SUNSHINE PRODUCTS INC.,0.38,0.38,22.95,22.95,$22.95 - $22.95
N002023062010,HEDERAKEM  JARABE,A,2010/06/23,N002023062010,HEDERAKEM  JARABE,A,EXTRACTO  DE  HOJAS DE  HIEDRA  DESECADAS(HEDERA  HELIX) 0.7 g.,EXTRACTO  DE  HOJAS DE  HIEDRA  DESECADAS(HEDERA  HELIX),0.7 g.,JARABE,LABORATORIOS MEDIKEM,0.09,0.09,10.7,10.7,$10.70 - $10.70
N002024112022,CIRUELAX NF COMPRIMIDOS RECUBIERTOS,A,2022/11/24,,,,,,,,,,,,,
N002028112019,CISTICRAN PLUS PAC 130 mg/7.5 mg COMPRIMIDOS,A,2019/11/28,N002028112019,CISTICRAN PLUS PAC 130 mg/7.5 mg COMPRIMIDOS,A,Extracto de Salvia officinalis/ Salvia (hoja) 50 mg. + Extracto de Arándano rojo americano/ Vaccinium macrocarpon (fruto) 191 mg.,Extracto de Salvia officinalis/ Salvia (hoja) + Extracto de Arándano rojo americano/ Vaccinium macrocarpon (fruto),50 mg. + 191 mg.,COMPRIMIDO,"J. URIACH Y COMPAÑÍA, S.A.",,,,,
N002103042014,XEROGEN G 80mg/100mg CAPSULAS,A,2014/04/03,N002103042014,XEROGEN G 80mg/100mg CAPSULAS,A,EXTRACTO DE GINKGO BILOBA 80 mg. + GINSENG EN POLVO 100 mg.,EXTRACTO DE GINKGO BILOBA + GINSENG EN POLVO,80 mg. + 100 mg.,CAPSULA,LABORATORIOS MEDIKEM,1.15,1.15,14.17,18.31,$14.17 - $18.31
N002114122017,NATURE PANC CAPSULAS,A,2017/12/14,N002114122017,NATURE PANC CAPSULAS,A,Trigonella foenum-graecum/ fenogreco (semilla) 63.5 mg. + Polvo de Gymnema silvestre/ Gymnema (Hojas) 15.87 mg. + Polvo de Cecropia obtusifolia/Guarumo (Hojas) 31.74 mg. + Polvo Opuntia ficus-barbarica/Nopal (Flores y Frutos) 31.74 mg.,Trigonella foenum-graecum/ fenogreco (semilla) + Polvo de Gymnema silvestre/ Gymnema (Hojas) + Polvo de Cecropia obtusifolia/Guarumo (Hojas) + Polvo Opuntia ficus-barbarica/Nopal (Flores y Frutos),63.5 mg. + 15.87 mg. + 31.74 mg. + 31.74 mg.,CAPSULA,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
N002117122019,METABOLEX,A,2019/12/17,N002117122019,METABOLEX,A,Psyllium (Psyllium ovata) 3.25 g.,Psyllium (Psyllium ovata),3.25 g.,POLVO EFERVESCENTE PARA SUSPENSIÓN,CAPLIN POINT LABORATORIES LTD.,,,,,
N002118062020,GINK-FORZA ® 120 mg CAPSULAS,A,2020/06/18,N002118062020,GINK-FORZA ® 120 mg CAPSULAS,A,Extracto en polvo de Ginkgo biloba/ Ginkgo biloba (hoja) 120 mg.,Extracto en polvo de Ginkgo biloba/ Ginkgo biloba (hoja),120 mg.,CAPSULA,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
N002124112022,CIRUELAX FORTE NF COMPRIMIDOS RECUBIERTOS,A,2022/11/24,,,,,,,,,,,,,
N002202072020,GINK-FORZA® 80 mg/mL SOLUCION ORAL,A,2020/07/02,N002202072020,GINK-FORZA® 80 mg/mL SOLUCION ORAL,A,Extracto de Ginkgo biloba (hojas) 80 mg.,Extracto de Ginkgo biloba (hojas),80 mg.,SOLUCION (GOTAS ORALES),LABORATORIOS FARMACEUTICOS RAZEL,,,,,
N002206032002,LECITINA DE SOYA 1200mg FARMANATS CAPSULA BLANDA.,A,2002/03/06,N002206032002,LECITINA DE SOYA 1200mg FARMANATS CAPSULA BLANDA.,A,LECITINA DE SOYA 1200 mg.,LECITINA DE SOYA,1200 mg.,CAPSULAS BLANDAS,"FARMACAPS, S.A.",0.31,0.31,13.35,17.1,$13.35 - $17.10
N002208032006,DOUBLE STRENGTH PAU D´ ARCO NUTRICENTER 1000mg CAPSULA,A,2006/03/08,N002208032006,DOUBLE STRENGTH PAU D´ ARCO NUTRICENTER 1000mg CAPSULA,A,EBANO O PALO DE ARCO(TABEBUIA IMPETIGINOSA)(CORTEZA INTERNA) 250 mg.,EBANO O PALO DE ARCO(TABEBUIA IMPETIGINOSA)(CORTEZA INTERNA),250 mg.,CAPSULA,LABORATORIOS VIJOSA,0.36,0.36,18,18,$18.00 - $18.00
N002211062015,FITOREN SOLUCION ORAL,A,2015/06/11,N002211062015,FITOREN SOLUCION ORAL,A,Equisetum arvense/Cola de caballo (tallo) 50 ml. + Plantago major/Llantén (Hoja) 50 ml.,Equisetum arvense/Cola de caballo (tallo) + Plantago major/Llantén (Hoja),50 ml. + 50 ml.,SOLUCION,LABORATORIOS FARMACEUTICOS RAZEL,0.22,0.22,13,13,$13.00 - $13.00
N002212072018,RENUVIT ALOE VERA CAPSULAS BLANDAS,A,2018/07/12,N002212072018,RENUVIT ALOE VERA CAPSULAS BLANDAS,A,Extracto de Aloe vera/sábila (hojas – acíbar) 8 mg.,Extracto de Aloe vera/sábila (hojas – acíbar),8 mg.,CAPSULA DE GELATINA BLANDA,"LABORATORIOS FARGEL, S.A.",,,,,
N002214122017,COLISEPT CÁPSULA,A,2017/12/14,,,,,,,,,,,,,
N002215122022,BRONCOMIEL JARABE,A,2022/12/15,,,,,,,,,,,,,
N002216052013,"STRESSNO, CAPSULAS",A,2013/05/16,N002216052013,"STRESSNO, CAPSULAS",A,VALERIANA 93.33 mg. + PANAX GINSENG 93.33 mg. + LUPULO 63.33 mg. + VALERIANA 93.33 mg. + PANAX GINSENG 93.33 mg. + LUPULO 63.33 mg.,VALERIANA + PANAX GINSENG + LUPULO + VALERIANA + PANAX GINSENG + LUPULO,93.33 mg. + 93.33 mg. + 63.33 mg. + 93.33 mg. + 93.33 mg. + 63.33 mg.,CAPSULA,LABORATORIOS COFASA,0.83,0.83,24.97,24.97,$24.97 - $24.97
